Freq(Hz), SPL(dB)
1038.977051, 108.196
1039.313507, 108.197
1039.649963, 108.199
1039.986420, 108.201
1040.322876, 108.203
1040.659332, 108.206
1040.995789, 108.208
1041.332245, 108.210
1041.668701, 108.212
1042.005157, 108.213
1042.341614, 108.215
1042.678070, 108.217
1043.014526, 108.220
1043.350983, 108.223
1043.687439, 108.225
1044.023895, 108.227
1044.360352, 108.228
1044.696808, 108.230
1045.033264, 108.231
1045.369720, 108.233
1045.706177, 108.235
1046.042633, 108.237
1046.379089, 108.239
1046.715546, 108.241
1047.052002, 108.243
1047.388458, 108.244
1047.724915, 108.246
1048.061371, 108.248
1048.397827, 108.250
1048.734283, 108.252
1049.070740, 108.253
1049.407196, 108.254
1049.743652, 108.255
1050.080109, 108.257
1050.416565, 108.259
1050.753021, 108.261
1051.089478, 108.264
1051.425934, 108.266
1051.762390, 108.268
1052.098846, 108.270
1052.435303, 108.271
1052.771759, 108.272
1053.108215, 108.274
1053.444672, 108.275
1053.781128, 108.276
1054.117584, 108.278
1054.454041, 108.280
1054.790497, 108.281
1055.126953, 108.283
1055.463409, 108.285
1055.799866, 108.287
1056.136322, 108.289
1056.472778, 108.291
1056.809235, 108.293
1057.145691, 108.294
1057.482147, 108.296
1057.818604, 108.297
1058.155060, 108.298
1058.491516, 108.300
1058.827972, 108.302
1059.164429, 108.303
1059.500885, 108.305
1059.837341, 108.307
1060.173798, 108.309
1060.510254, 108.310
1060.846710, 108.311
1061.183167, 108.313
1061.519623, 108.314
1061.856079, 108.316
1062.192535, 108.318
1062.528992, 108.320
1062.865448, 108.321
1063.201904, 108.322
1063.538361, 108.323
1063.874817, 108.324
1064.211273, 108.326
1064.547729, 108.327
1064.884186, 108.329
1065.220642, 108.330
1065.557098, 108.331
1065.893555, 108.332
1066.230011, 108.333
1066.566467, 108.335
1066.902924, 108.336
1067.239380, 108.338
1067.575836, 108.340
1067.912292, 108.341
1068.248749, 108.342
1068.585205, 108.344
1068.921661, 108.345
1069.258118, 108.346
1069.594574, 108.348
1069.931030, 108.349
1070.267487, 108.350
1070.603943, 108.351
1070.940399, 108.352
1071.276855, 108.353
1071.613312, 108.354
1071.949768, 108.356
1072.286224, 108.357
1072.622681, 108.359
1072.959137, 108.361
1073.295593, 108.362
1073.632050, 108.364
1073.968506, 108.366
1074.304962, 108.367
1074.641418, 108.369
1074.977875, 108.370
1075.314331, 108.371
1075.650787, 108.372
1075.987244, 108.373
1076.323700, 108.375
1076.660156, 108.376
1076.996613, 108.378
1077.333069, 108.379
1077.669525, 108.380
1078.005981, 108.381
1078.342438, 108.382
1078.678894, 108.384
1079.015350, 108.385
1079.351807, 108.387
1079.688263, 108.388
1080.024719, 108.389
1080.361176, 108.391
1080.697632, 108.393
1081.034088, 108.394
1081.370544, 108.396
1081.707001, 108.397
1082.043457, 108.398
1082.379913, 108.399
1082.716370, 108.401
1083.052826, 108.402
1083.389282, 108.404
1083.725739, 108.405
1084.062195, 108.407
1084.398651, 108.409
1084.735107, 108.410
1085.071564, 108.412
1085.408020, 108.413
1085.744476, 108.414
1086.080933, 108.416
1086.417389, 108.417
1086.753845, 108.418
1087.090302, 108.420
1087.426758, 108.422
1087.763214, 108.424
1088.099670, 108.426
1088.436127, 108.427
1088.772583, 108.428
1089.109039, 108.429
1089.445496, 108.430
1089.781952, 108.431
1090.118408, 108.432
1090.454865, 108.434
1090.791321, 108.436
1091.127777, 108.437
1091.464233, 108.439
1091.800690, 108.440
1092.137146, 108.442
1092.473602, 108.443
1092.810059, 108.445
1093.146515, 108.447
1093.482971, 108.448
1093.819427, 108.450
1094.155884, 108.451
1094.492340, 108.453
1094.828796, 108.454
1095.165253, 108.455
1095.501709, 108.457
1095.838165, 108.459
1096.174622, 108.460
1096.511078, 108.462
1096.847534, 108.463
1097.183990, 108.465
1097.520447, 108.467
1097.856903, 108.469
1098.193359, 108.471
1098.529816, 108.473
1098.866272, 108.474
1099.202728, 108.475
1099.539185, 108.476
1099.875641, 108.478
1100.212097, 108.479
1100.548553, 108.481
1100.885010, 108.483
1101.221466, 108.485
1101.557922, 108.486
1101.894379, 108.488
1102.230835, 108.489
1102.567291, 108.491
1102.903748, 108.493
1103.240204, 108.495
1103.576660, 108.497
1103.913116, 108.499
1104.249573, 108.501
1104.586029, 108.502
1104.922485, 108.504
1105.258942, 108.505
1105.595398, 108.507
1105.931854, 108.508
1106.268311, 108.510
1106.604767, 108.511
1106.941223, 108.512
1107.277679, 108.514
1107.614136, 108.516
1107.950592, 108.518
1108.287048, 108.520
1108.623505, 108.523
1108.959961, 108.525
1109.296417, 108.527
1109.632874, 108.528
1109.969330, 108.530
1110.305786, 108.531
1110.642242, 108.532
1110.978699, 108.534
1111.315155, 108.535
1111.651611, 108.536
1111.988068, 108.537
1112.324524, 108.538
1112.660980, 108.540
1112.997437, 108.543
1113.333893, 108.545
1113.670349, 108.547
1114.006805, 108.549
1114.343262, 108.550
1114.679718, 108.552
1115.016174, 108.553
1115.352631, 108.555
1115.689087, 108.557
1116.025543, 108.559
1116.362000, 108.561
1116.698456, 108.564
1117.034912, 108.566
1117.371368, 108.568
1117.707825, 108.570
1118.044281, 108.571
1118.380737, 108.572
1118.717194, 108.574
1119.053650, 108.575
1119.390106, 108.577
1119.726562, 108.579
1120.063019, 108.581
1120.399475, 108.583
1120.735931, 108.584
1121.072388, 108.586
1121.408844, 108.587
1121.745300, 108.589
1122.081757, 108.591
1122.418213, 108.594
1122.754669, 108.596
1123.091125, 108.598
1123.427582, 108.599
1123.764038, 108.600
1124.100494, 108.602
1124.436951, 108.603
1124.773407, 108.605
1125.109863, 108.607
1125.446320, 108.609
1125.782776, 108.611
1126.119232, 108.613
1126.455688, 108.614
1126.792145, 108.615
1127.128601, 108.617
1127.465057, 108.619
1127.801514, 108.621
1128.137970, 108.623
1128.474426, 108.625
1128.810883, 108.627
1129.147339, 108.629
1129.483795, 108.630
1129.820251, 108.631
1130.156708, 108.633
1130.493164, 108.635
1130.829620, 108.637
1131.166077, 108.639
1131.502533, 108.641
1131.838989, 108.643
1132.175446, 108.644
1132.511902, 108.645
1132.848358, 108.647
1133.184814, 108.649
1133.521271, 108.651
1133.857727, 108.653
1134.194183, 108.655
1134.530640, 108.657
1134.867096, 108.658
1135.203552, 108.659
1135.540009, 108.660
1135.876465, 108.662
1136.212921, 108.664
1136.549377, 108.666
1136.885834, 108.668
1137.222290, 108.670
1137.558746, 108.672
1137.895203, 108.674
1138.231659, 108.676
1138.568115, 108.677
1138.904572, 108.678
1139.241028, 108.680
1139.577484, 108.681
1139.913940, 108.683
1140.250397, 108.684
1140.586853, 108.686
1140.923309, 108.688
1141.259766, 108.690
1141.596222, 108.691
1141.932678, 108.693
1142.269135, 108.694
1142.605591, 108.696
1142.942047, 108.699
1143.278503, 108.701
1143.614960, 108.703
1143.951416, 108.704
1144.287872, 108.706
1144.624329, 108.707
1144.960785, 108.708
1145.297241, 108.709
1145.633698, 108.711
1145.970154, 108.713
1146.306610, 108.715
1146.643066, 108.717
1146.979523, 108.718
1147.315979, 108.720
1147.652435, 108.721
1147.988892, 108.723
1148.325348, 108.725
1148.661804, 108.727
1148.998260, 108.728
1149.334717, 108.730
1149.671173, 108.732
1150.007629, 108.733
1150.344086, 108.734
1150.680542, 108.736
1151.016998, 108.738
1151.353455, 108.740
1151.689911, 108.741
1152.026367, 108.743
1152.362823, 108.745
1152.699280, 108.746
1153.035736, 108.748
1153.372192, 108.750
1153.708649, 108.751
1154.045105, 108.753
1154.381561, 108.754
1154.718018, 108.755
1155.054474, 108.756
1155.390930, 108.758
1155.727386, 108.759
1156.063843, 108.762
1156.400299, 108.764
1156.736755, 108.766
1157.073212, 108.769
1157.409668, 108.770
1157.746124, 108.772
1158.082581, 108.773
1158.419037, 108.774
1158.755493, 108.776
1159.091949, 108.778
1159.428406, 108.780
1159.764862, 108.781
1160.101318, 108.783
1160.437775, 108.784
1160.774231, 108.786
1161.110687, 108.787
1161.447144, 108.789
1161.783600, 108.791
1162.120056, 108.793
1162.456512, 108.795
1162.792969, 108.797
1163.129425, 108.798
1163.465881, 108.800
1163.802338, 108.801
1164.138794, 108.802
1164.475250, 108.803
1164.811707, 108.805
1165.148163, 108.807
1165.484619, 108.809
1165.821075, 108.811
1166.157532, 108.813
1166.493988, 108.815
1166.830444, 108.817
1167.166901, 108.819
1167.503357, 108.821
1167.839813, 108.822
1168.176270, 108.824
1168.512726, 108.825
1168.849182, 108.827
1169.185638, 108.828
1169.522095, 108.830
1169.858551, 108.832
1170.195007, 108.834
1170.531464, 108.836
1170.867920, 108.838
1171.204376, 108.840
1171.540833, 108.842
1171.877289, 108.844
1172.213745, 108.846
1172.550201, 108.848
1172.886658, 108.850
1173.223114, 108.851
1173.559570, 108.852
1173.896027, 108.854
1174.232483, 108.855
1174.568939, 108.857
1174.905396, 108.859
1175.241852, 108.861
1175.578308, 108.863
1175.914764, 108.865
1176.251221, 108.867
1176.587677, 108.869
1176.924133, 108.871
1177.260590, 108.873
1177.597046, 108.874
1177.933502, 108.875
1178.269958, 108.877
1178.606415, 108.879
1178.942871, 108.881
1179.279327, 108.883
1179.615784, 108.885
1179.952240, 108.887
1180.288696, 108.888
1180.625153, 108.890
1180.961609, 108.892
1181.298065, 108.894
1181.634521, 108.897
1181.970978, 108.899
1182.307434, 108.901
1182.643890, 108.903
1182.980347, 108.905
1183.316803, 108.907
1183.653259, 108.910
1183.989716, 108.912
1184.326172, 108.914
1184.662628, 108.916
1184.999084, 108.918
1185.335541, 108.920
1185.671997, 108.921
1186.008453, 108.923
1186.344910, 108.924
1186.681366, 108.926
1187.017822, 108.928
1187.354279, 108.930
1187.690735, 108.932
1188.027191, 108.934
1188.363647, 108.937
1188.700104, 108.939
1189.036560, 108.941
1189.373016, 108.943
1189.709473, 108.945
1190.045929, 108.948
1190.382385, 108.950
1190.718842, 108.952
1191.055298, 108.954
1191.391754, 108.956
1191.728210, 108.958
1192.064667, 108.961
1192.401123, 108.964
1192.737579, 108.967
1193.074036, 108.969
1193.410492, 108.971
1193.746948, 108.973
1194.083405, 108.974
1194.419861, 108.976
1194.756317, 108.978
1195.092773, 108.981
1195.429230, 108.984
1195.765686, 108.986
1196.102142, 108.989
1196.438599, 108.991
1196.775055, 108.993
1197.111511, 108.996
1197.447968, 108.998
1197.784424, 109.000
1198.120880, 109.002
1198.457336, 109.004
1198.793793, 109.007
1199.130249, 109.009
1199.466705, 109.012
1199.803162, 109.014
1200.139618, 109.017
1200.476074, 109.019
1200.812531, 109.022
1201.148987, 109.024
1201.485443, 109.026
1201.821899, 109.028
1202.158356, 109.030
1202.494812, 109.032
1202.831268, 109.035
1203.167725, 109.037
1203.504181, 109.040
1203.840637, 109.042
1204.177094, 109.045
1204.513550, 109.047
1204.850006, 109.049
1205.186462, 109.052
1205.522919, 109.054
1205.859375, 109.056
1206.195831, 109.059
1206.532288, 109.061
1206.868744, 109.064
1207.205200, 109.066
1207.541656, 109.068
1207.878113, 109.070
1208.214569, 109.073
1208.551025, 109.075
1208.887482, 109.078
1209.223938, 109.080
1209.560394, 109.083
1209.896851, 109.085
1210.233307, 109.087
1210.569763, 109.089
1210.906219, 109.091
1211.242676, 109.093
1211.579132, 109.096
1211.915588, 109.098
1212.252045, 109.100
1212.588501, 109.103
1212.924957, 109.106
1213.261414, 109.108
1213.597870, 109.110
1213.934326, 109.113
1214.270782, 109.115
1214.607239, 109.117
1214.943695, 109.119
1215.280151, 109.121
1215.616608, 109.123
1215.953064, 109.125
1216.289520, 109.127
1216.625977, 109.130
1216.962433, 109.132
1217.298889, 109.135
1217.635345, 109.137
1217.971802, 109.140
1218.308258, 109.142
1218.644714, 109.143
1218.981171, 109.145
1219.317627, 109.147
1219.654083, 109.150
1219.990540, 109.152
1220.326996, 109.155
1220.663452, 109.157
1220.999908, 109.159
1221.336365, 109.161
1221.672821, 109.163
1222.009277, 109.165
1222.345734, 109.167
1222.682190, 109.170
1223.018646, 109.172
1223.355103, 109.175
1223.691559, 109.177
1224.028015, 109.179
1224.364471, 109.181
1224.700928, 109.182
1225.037384, 109.185
1225.373840, 109.187
1225.710297, 109.189
1226.046753, 109.191
1226.383209, 109.193
1226.719666, 109.196
1227.056122, 109.198
1227.392578, 109.200
1227.729034, 109.203
1228.065491, 109.205
1228.401947, 109.207
1228.738403, 109.208
1229.074860, 109.210
1229.411316, 109.212
1229.747772, 109.214
1230.084229, 109.216
1230.420685, 109.218
1230.757141, 109.220
1231.093597, 109.222
1231.430054, 109.224
1231.766510, 109.226
1232.102966, 109.228
1232.439423, 109.230
1232.775879, 109.232
1233.112335, 109.234
1233.448792, 109.236
1233.785248, 109.238
1234.121704, 109.241
1234.458160, 109.243
1234.794617, 109.245
1235.131073, 109.246
1235.467529, 109.248
1235.803986, 109.249
1236.140442, 109.251
1236.476898, 109.253
1236.813354, 109.254
1237.149811, 109.256
1237.486267, 109.258
1237.822723, 109.260
1238.159180, 109.262
1238.495636, 109.264
1238.832092, 109.266
1239.168549, 109.268
1239.505005, 109.270
1239.841461, 109.271
1240.177917, 109.273
1240.514374, 109.275
1240.850830, 109.277
1241.187286, 109.279
1241.523743, 109.281
1241.860199, 109.283
1242.196655, 109.285
1242.533112, 109.287
1242.869568, 109.288
1243.206024, 109.290
1243.542480, 109.291
1243.878937, 109.292
1244.215393, 109.294
1244.551849, 109.296
1244.888306, 109.298
1245.224762, 109.299
1245.561218, 109.301
1245.897675, 109.303
1246.234131, 109.305
1246.570587, 109.306
1246.907043, 109.308
1247.243500, 109.309
1247.579956, 109.310
1247.916412, 109.312
1248.252869, 109.313
1248.589325, 109.314
1248.925781, 109.316
1249.262238, 109.318
1249.598694, 109.320
1249.935150, 109.322
1250.271606, 109.324
1250.608063, 109.325
1250.944519, 109.326
1251.280975, 109.327
1251.617432, 109.329
1251.953888, 109.330
1252.290344, 109.331
1252.626801, 109.333
1252.963257, 109.335
1253.299713, 109.337
1253.636169, 109.338
1253.972626, 109.340
1254.309082, 109.341
1254.645538, 109.342
1254.981995, 109.343
1255.318451, 109.345
1255.654907, 109.346
1255.991364, 109.348
1256.327820, 109.350
1256.664276, 109.351
1257.000732, 109.352
1257.337189, 109.353
1257.673645, 109.354
1258.010101, 109.355
1258.346558, 109.356
1258.683014, 109.358
1259.019470, 109.359
1259.355927, 109.361
1259.692383, 109.363
1260.028839, 109.364
1260.365295, 109.366
1260.701752, 109.367
1261.038208, 109.368
1261.374664, 109.370
1261.711121, 109.371
1262.047577, 109.372
1262.384033, 109.374
1262.720490, 109.375
1263.056946, 109.376
1263.393402, 109.377
1263.729858, 109.378
1264.066315, 109.380
1264.402771, 109.382
1264.739227, 109.384
1265.075684, 109.385
1265.412140, 109.386
1265.748596, 109.386
1266.085052, 109.387
1266.421509, 109.388
1266.757965, 109.390
1267.094421, 109.391
1267.430878, 109.393
1267.767334, 109.394
1268.103790, 109.394
1268.440247, 109.395
1268.776703, 109.396
1269.113159, 109.398
1269.449615, 109.399
1269.786072, 109.400
1270.122528, 109.401
1270.458984, 109.402
1270.795441, 109.403
1271.131897, 109.404
1271.468353, 109.405
1271.804810, 109.406
1272.141266, 109.407
1272.477722, 109.409
1272.814178, 109.410
1273.150635, 109.411
1273.487091, 109.412
1273.823547, 109.413
1274.160004, 109.414
1274.496460, 109.415
1274.832916, 109.416
1275.169373, 109.417
1275.505829, 109.418
1275.842285, 109.419
1276.178741, 109.421
1276.515198, 109.422
1276.851654, 109.423
1277.188110, 109.424
1277.524567, 109.424
1277.861023, 109.425
1278.197479, 109.426
1278.533936, 109.427
1278.870392, 109.428
1279.206848, 109.429
1279.543304, 109.430
1279.879761, 109.431
1280.216217, 109.432
1280.552673, 109.433
1280.889130, 109.434
1281.225586, 109.435
1281.562042, 109.436
1281.898499, 109.437
1282.234955, 109.438
1282.571411, 109.439
1282.907867, 109.440
1283.244324, 109.441
1283.580780, 109.442
1283.917236, 109.443
1284.253693, 109.444
1284.590149, 109.445
1284.926605, 109.445
1285.263062, 109.446
1285.599518, 109.446
1285.935974, 109.447
1286.272430, 109.448
1286.608887, 109.449
1286.945343, 109.450
1287.281799, 109.451
1287.618256, 109.452
1287.954712, 109.452
1288.291168, 109.453
1288.627625, 109.454
1288.964081, 109.455
1289.300537, 109.456
1289.636993, 109.457
1289.973450, 109.457
1290.309906, 109.458
1290.646362, 109.458
1290.982819, 109.459
1291.319275, 109.461
1291.655731, 109.462
1291.992188, 109.464
1292.328644, 109.465
1292.665100, 109.466
1293.001556, 109.467
1293.338013, 109.467
1293.674469, 109.468
1294.010925, 109.469
1294.347382, 109.470
1294.683838, 109.471
1295.020294, 109.471
1295.356750, 109.472
1295.693207, 109.474
1296.029663, 109.475
1296.366119, 109.476
1296.702576, 109.477
1297.039032, 109.477
1297.375488, 109.476
1297.711945, 109.476
1298.048401, 109.476
1298.384857, 109.477
1298.721313, 109.479
1299.057770, 109.481
1299.394226, 109.484
1299.730682, 109.486
1300.067139, 109.486
1300.403595, 109.487
1300.740051, 109.486
1301.076508, 109.486
1301.412964, 109.486
1301.749420, 109.486
1302.085876, 109.487
1302.422333, 109.489
1302.758789, 109.490
1303.095245, 109.491
1303.431702, 109.492
1303.768158, 109.493
1304.104614, 109.494
1304.441071, 109.496
1304.777527, 109.497
1305.113983, 109.498
1305.450439, 109.498
1305.786896, 109.498
1306.123352, 109.499
1306.459808, 109.499
1306.796265, 109.500
1307.132721, 109.502
1307.469177, 109.503
1307.805634, 109.504
1308.142090, 109.505
1308.478546, 109.505
1308.815002, 109.506
1309.151459, 109.506
1309.487915, 109.507
1309.824371, 109.509
1310.160828, 109.510
1310.497284, 109.511
1310.833740, 109.512
1311.170197, 109.513
1311.506653, 109.514
1311.843109, 109.515
1312.179565, 109.515
1312.516022, 109.516
1312.852478, 109.517
1313.188934, 109.517
1313.525391, 109.517
1313.861847, 109.518
1314.198303, 109.519
1314.534760, 109.520
1314.871216, 109.521
1315.207672, 109.522
1315.544128, 109.523
1315.880585, 109.524
1316.217041, 109.525
1316.553497, 109.526
1316.889954, 109.527
1317.226410, 109.528
1317.562866, 109.529
1317.899323, 109.530
1318.235779, 109.531
1318.572235, 109.531
1318.908691, 109.532
1319.245148, 109.533
1319.581604, 109.534
1319.918060, 109.535
1320.254517, 109.536
1320.590973, 109.537
1320.927429, 109.538
1321.263885, 109.539
1321.600342, 109.540
1321.936798, 109.541
1322.273254, 109.543
1322.609711, 109.544
1322.946167, 109.545
1323.282623, 109.546
1323.619080, 109.546
1323.955536, 109.547
1324.291992, 109.549
1324.628448, 109.550
1324.964905, 109.551
1325.301361, 109.552
1325.637817, 109.553
1325.974274, 109.554
1326.310730, 109.555
1326.647186, 109.556
1326.983643, 109.557
1327.320099, 109.558
1327.656555, 109.560
1327.993011, 109.561
1328.329468, 109.562
1328.665924, 109.563
1329.002380, 109.564
1329.338837, 109.566
1329.675293, 109.567
1330.011749, 109.568
1330.348206, 109.569
1330.684662, 109.570
1331.021118, 109.571
1331.357574, 109.572
1331.694031, 109.572
1332.030487, 109.573
1332.366943, 109.575
1332.703400, 109.576
1333.039856, 109.578
1333.376312, 109.579
1333.712769, 109.581
1334.049225, 109.582
1334.385681, 109.583
1334.722137, 109.585
1335.058594, 109.586
1335.395050, 109.587
1335.731506, 109.589
1336.067963, 109.590
1336.404419, 109.591
1336.740875, 109.592
1337.077332, 109.594
1337.413788, 109.595
1337.750244, 109.597
1338.086700, 109.598
1338.423157, 109.599
1338.759613, 109.600
1339.096069, 109.601
1339.432526, 109.603
1339.768982, 109.604
1340.105438, 109.605
1340.441895, 109.607
1340.778351, 109.609
1341.114807, 109.610
1341.451263, 109.612
1341.787720, 109.613
1342.124176, 109.614
1342.460632, 109.616
1342.797089, 109.617
1343.133545, 109.619
1343.470001, 109.620
1343.806458, 109.622
1344.142914, 109.623
1344.479370, 109.625
1344.815826, 109.627
1345.152283, 109.629
1345.488739, 109.630
1345.825195, 109.632
1346.161652, 109.634
1346.498108, 109.635
1346.834564, 109.637
1347.171021, 109.638
1347.507477, 109.639
1347.843933, 109.641
1348.180389, 109.643
1348.516846, 109.645
1348.853302, 109.647
1349.189758, 109.648
1349.526215, 109.650
1349.862671, 109.651
1350.199127, 109.653
1350.535583, 109.654
1350.872040, 109.656
1351.208496, 109.658
1351.544952, 109.660
1351.881409, 109.662
1352.217865, 109.664
1352.554321, 109.666
1352.890778, 109.667
1353.227234, 109.669
1353.563690, 109.671
1353.900146, 109.673
1354.236603, 109.675
1354.573059, 109.676
1354.909515, 109.677
1355.245972, 109.679
1355.582428, 109.681
1355.918884, 109.683
1356.255341, 109.685
1356.591797, 109.688
1356.928253, 109.689
1357.264709, 109.691
1357.601166, 109.693
1357.937622, 109.694
1358.274078, 109.696
1358.610535, 109.698
1358.946991, 109.700
1359.283447, 109.702
1359.619904, 109.704
1359.956360, 109.705
1360.292816, 109.707
1360.629272, 109.709
1360.965729, 109.711
1361.302185, 109.714
1361.638641, 109.716
1361.975098, 109.718
1362.311554, 109.719
1362.648010, 109.721
1362.984467, 109.723
1363.320923, 109.724
1363.657379, 109.726
1363.993835, 109.728
1364.330292, 109.730
1364.666748, 109.733
1365.003204, 109.735
1365.339661, 109.737
1365.676117, 109.739
1366.012573, 109.741
1366.349030, 109.743
1366.685486, 109.745
1367.021942, 109.747
1367.358398, 109.749
1367.694855, 109.751
1368.031311, 109.753
1368.367767, 109.755
1368.704224, 109.757
1369.040680, 109.759
1369.377136, 109.761
1369.713593, 109.764
1370.050049, 109.766
1370.386505, 109.768
1370.722961, 109.770
1371.059418, 109.773
1371.395874, 109.775
1371.732330, 109.777
1372.068787, 109.779
1372.405243, 109.780
1372.741699, 109.782
1373.078156, 109.784
1373.414612, 109.787
1373.751068, 109.789
1374.087524, 109.791
1374.423981, 109.794
1374.760437, 109.796
1375.096893, 109.798
1375.433350, 109.800
1375.769806, 109.803
1376.106262, 109.805
1376.442719, 109.807
1376.779175, 109.809
1377.115631, 109.811
1377.452087, 109.813
1377.788544, 109.814
1378.125000, 109.816
1378.461456, 109.818
1378.797913, 109.820
1379.134369, 109.822
1379.470825, 109.825
1379.807281, 109.828
1380.143738, 109.832
1380.480194, 109.835
1380.816650, 109.837
1381.153107, 109.840
1381.489563, 109.842
1381.826019, 109.844
1382.162476, 109.847
1382.498932, 109.850
1382.835388, 109.852
1383.171844, 109.853
1383.508301, 109.855
1383.844757, 109.856
1384.181213, 109.858
1384.517670, 109.860
1384.854126, 109.863
1385.190582, 109.865
1385.527039, 109.867
1385.863495, 109.870
1386.199951, 109.872
1386.536407, 109.875
1386.872864, 109.878
1387.209320, 109.881
1387.545776, 109.883
1387.882233, 109.885
1388.218689, 109.887
1388.555145, 109.890
1388.891602, 109.893
1389.228058, 109.896
1389.564514, 109.899
1389.900970, 109.902
1390.237427, 109.904
1390.573883, 109.905
1390.910339, 109.907
1391.246796, 109.909
1391.583252, 109.912
1391.919708, 109.916
1392.256165, 109.919
1392.592621, 109.922
1392.929077, 109.924
1393.265533, 109.926
1393.601990, 109.928
1393.938446, 109.931
1394.274902, 109.935
1394.611359, 109.937
1394.947815, 109.939
1395.284271, 109.940
1395.620728, 109.941
1395.957184, 109.942
1396.293640, 109.944
1396.630096, 109.947
1396.966553, 109.950
1397.303009, 109.953
1397.639465, 109.955
1397.975922, 109.956
1398.312378, 109.958
1398.648834, 109.960
1398.985291, 109.963
1399.321747, 109.966
1399.658203, 109.969
1399.994659, 109.972
1400.331116, 109.973
1400.667572, 109.974
1401.004028, 109.975
1401.340485, 109.977
1401.676941, 109.979
1402.013397, 109.982
1402.349854, 109.984
1402.686310, 109.987
1403.022766, 109.989
1403.359222, 109.992
1403.695679, 109.995
1404.032135, 109.998
1404.368591, 110.001
1404.705048, 110.002
1405.041504, 110.003
1405.377960, 110.004
1405.714417, 110.005
1406.050873, 110.008
1406.387329, 110.010
1406.723785, 110.013
1407.060242, 110.014
1407.396698, 110.015
1407.733154, 110.016
1408.069611, 110.019
1408.406067, 110.022
1408.742523, 110.027
1409.078979, 110.031
1409.415436, 110.033
1409.751892, 110.033
1410.088348, 110.033
1410.424805, 110.032
1410.761261, 110.032
1411.097717, 110.035
1411.434174, 110.038
1411.770630, 110.042
1412.107086, 110.045
1412.443542, 110.048
1412.779999, 110.049
1413.116455, 110.051
1413.452911, 110.053
1413.789368, 110.056
1414.125824, 110.059
1414.462280, 110.061
1414.798737, 110.062
1415.135193, 110.061
1415.471649, 110.059
1415.808105, 110.058
1416.144562, 110.059
1416.481018, 110.064
1416.817474, 110.070
1417.153931, 110.077
1417.490387, 110.082
1417.826843, 110.084
1418.163300, 110.085
1418.499756, 110.083
1418.836212, 110.082
1419.172668, 110.081
1419.509125, 110.082
1419.845581, 110.084
1420.182037, 110.087
1420.518494, 110.090
1420.854950, 110.092
1421.191406, 110.095
1421.527863, 110.096
1421.864319, 110.097
1422.200775, 110.099
1422.537231, 110.100
1422.873688, 110.102
1423.210144, 110.105
1423.546600, 110.109
1423.883057, 110.112
1424.219513, 110.115
1424.555969, 110.118
1424.892426, 110.120
1425.228882, 110.122
1425.565338, 110.123
1425.901794, 110.125
1426.238251, 110.126
1426.574707, 110.128
1426.911163, 110.131
1427.247620, 110.133
1427.584076, 110.135
1427.920532, 110.137
1428.256989, 110.138
1428.593445, 110.138
1428.929901, 110.138
1429.266357, 110.138
1429.602814, 110.138
1429.939270, 110.140
1430.275726, 110.142
1430.612183, 110.145
1430.948639, 110.148
1431.285095, 110.151
1431.621552, 110.154
1431.958008, 110.156
1432.294464, 110.158
1432.630920, 110.159
1432.967377, 110.161
1433.303833, 110.162
1433.640289, 110.163
1433.976746, 110.165
1434.313202, 110.167
1434.649658, 110.170
1434.986115, 110.172
1435.322571, 110.174
1435.659027, 110.176
1435.995483, 110.177
1436.331940, 110.179
1436.668396, 110.181
1437.004852, 110.182
1437.341309, 110.184
1437.677765, 110.186
1438.014221, 110.188
1438.350677, 110.189
1438.687134, 110.192
1439.023590, 110.194
1439.360046, 110.197
1439.696503, 110.199
1440.032959, 110.201
1440.369415, 110.202
1440.705872, 110.204
1441.042328, 110.206
1441.378784, 110.208
1441.715240, 110.211
1442.051697, 110.213
1442.388153, 110.216
1442.724609, 110.218
1443.061066, 110.221
1443.397522, 110.223
1443.733978, 110.226
1444.070435, 110.228
1444.406891, 110.231
1444.743347, 110.234
1445.079803, 110.237
1445.416260, 110.239
1445.752716, 110.242
1446.089172, 110.245
1446.425629, 110.248
1446.762085, 110.250
1447.098541, 110.253
1447.434998, 110.257
1447.771454, 110.261
1448.107910, 110.265
1448.444366, 110.269
1448.780823, 110.272
1449.117279, 110.276
1449.453735, 110.280
1449.790192, 110.284
1450.126648, 110.288
1450.463104, 110.293
1450.799561, 110.297
1451.136017, 110.301
1451.472473, 110.304
1451.808929, 110.308
1452.145386, 110.312
1452.481842, 110.316
1452.818298, 110.321
1453.154755, 110.326
1453.491211, 110.331
1453.827667, 110.335
1454.164124, 110.340
1454.500580, 110.344
1454.837036, 110.348
1455.173492, 110.352
1455.509949, 110.356
1455.846405, 110.360
1456.182861, 110.364
1456.519318, 110.368
1456.855774, 110.372
1457.192230, 110.376
1457.528687, 110.381
1457.865143, 110.385
1458.201599, 110.389
1458.538055, 110.393
1458.874512, 110.397
1459.210968, 110.400
1459.547424, 110.404
1459.883881, 110.408
1460.220337, 110.412
1460.556793, 110.416
1460.893250, 110.420
1461.229706, 110.424
1461.566162, 110.428
1461.902618, 110.432
1462.239075, 110.435
1462.575531, 110.439
1462.911987, 110.442
1463.248444, 110.445
1463.584900, 110.448
1463.921356, 110.452
1464.257812, 110.455
1464.594269, 110.458
1464.930725, 110.461
1465.267181, 110.464
1465.603638, 110.467
1465.940094, 110.470
1466.276550, 110.473
